model_id,embedding_family,embedding,model,beta,accuracy,precision,recall,f_1.0,f_0.7,f_0.5,f_0.3,TN,TP,FP,FN,confusion_matrix,score_type,model_path
CM131,longformer,longformer_mean_pca,KNN,1.0,0.6754385964912281,0.4912280701754385,0.3835616438356164,0.4307692307692308,,,,126,28,29,45,"[[126, 29], [45, 28]]",,
CM132,longformer,longformer_mean_pca,MLPClassifier,1.0,0.7105263157894737,0.559322033898305,0.4520547945205479,0.5,,,,129,33,26,40,"[[129, 26], [40, 33]]",,
CM133,longformer,longformer_mean_pca,DecisionTree,1.0,0.631578947368421,0.4421052631578947,0.5753424657534246,0.5,,,,102,42,53,31,"[[102, 53], [31, 42]]",,
CM134,longformer,longformer_mean_pca,RandomForest,1.0,0.7017543859649122,0.543859649122807,0.4246575342465753,0.4769230769230769,,,,129,31,26,42,"[[129, 26], [42, 31]]",,
CM135,longformer,longformer_mean_pca,XGBoost,1.0,0.7280701754385965,0.6486486486486487,0.3287671232876712,0.4363636363636363,,,,142,24,13,49,"[[142, 13], [49, 24]]",,
CM136,longformer,longformer_mean_pca,LogisticRegression,0.5,0.7236842105263158,0.5892857142857143,0.4520547945205479,0.5116279069767442,,0.5555555555555556,,132,33,23,40,"[[132, 23], [40, 33]]",,
CM137,longformer,longformer_mean_pca,RidgeClassifier,0.5,0.7105263157894737,0.5573770491803278,0.4657534246575342,0.5074626865671642,,0.5362776025236593,,128,34,27,39,"[[128, 27], [39, 34]]",,
CM138,longformer,longformer_mean_pca,LDA,0.5,0.7105263157894737,0.5573770491803278,0.4657534246575342,0.5074626865671642,,0.5362776025236593,,128,34,27,39,"[[128, 27], [39, 34]]",,
CM139,longformer,longformer_mean_pca,SVM,0.5,0.7368421052631579,0.6382978723404256,0.410958904109589,0.5,,0.5747126436781609,,138,30,17,43,"[[138, 17], [43, 30]]",,
CM140,longformer,longformer_mean_pca,KNN,0.5,0.7149122807017544,0.6538461538461539,0.2328767123287671,0.3434343434343434,,0.480225988700565,,146,17,9,56,"[[146, 9], [56, 17]]",,
CM141,longformer,longformer_mean_pca,MLPClassifier,0.5,0.706140350877193,0.55,0.4520547945205479,0.4962406015037593,,0.5271565495207667,,128,33,27,40,"[[128, 27], [40, 33]]",,
CM142,longformer,longformer_mean_pca,DecisionTree,0.5,0.6622807017543859,0.4761904761904761,0.547945205479452,0.5095541401273885,,0.4889975550122249,,111,40,44,33,"[[111, 44], [33, 40]]",,
CM143,longformer,longformer_mean_pca,RandomForest,0.5,0.7105263157894737,0.6129032258064516,0.2602739726027397,0.3653846153846153,,0.482233502538071,,143,19,12,54,"[[143, 12], [54, 19]]",,
CM144,longformer,longformer_mean_pca,XGBoost,0.5,0.7017543859649122,0.5609756097560976,0.3150684931506849,0.4035087719298245,,0.4852320675105485,,137,23,18,50,"[[137, 18], [50, 23]]",,
CM145,modernbert,modernbert_cls,LogisticRegression,1.0,0.6842105263157895,0.5061728395061729,0.5616438356164384,0.5324675324675324,,,,115,41,40,32,"[[115, 40], [32, 41]]",,
CM146,modernbert,modernbert_cls,RidgeClassifier,1.0,0.6973684210526315,0.5294117647058824,0.4931506849315068,0.5106382978723404,,,,123,36,32,37,"[[123, 32], [37, 36]]",,
CM147,modernbert,modernbert_cls,LDA,1.0,0.6052631578947368,0.4065934065934066,0.5068493150684932,0.4512195121951219,,,,101,37,54,36,"[[101, 54], [36, 37]]",,
CM148,modernbert,modernbert_cls,SVM,1.0,0.6929824561403509,0.5205479452054794,0.5205479452054794,0.5205479452054794,,,,120,38,35,35,"[[120, 35], [35, 38]]",,
CM149,modernbert,modernbert_cls,KNN,1.0,0.5701754385964912,0.3134328358208955,0.2876712328767123,0.3,,,,109,21,46,52,"[[109, 46], [52, 21]]",,
CM150,modernbert,modernbert_cls,MLPClassifier,1.0,0.706140350877193,0.5483870967741935,0.4657534246575342,0.5037037037037037,,,,127,34,28,39,"[[127, 28], [39, 34]]",,
CM151,modernbert,modernbert_cls,DecisionTree,1.0,0.5657894736842105,0.3617021276595745,0.4657534246575342,0.4071856287425149,,,,95,34,60,39,"[[95, 60], [39, 34]]",,
CM152,modernbert,modernbert_cls,RandomForest,1.0,0.6798245614035088,0.5,0.273972602739726,0.3539823008849557,,,,135,20,20,53,"[[135, 20], [53, 20]]",,
CM153,modernbert,modernbert_cls,XGBoost,1.0,0.7017543859649122,0.5609756097560976,0.3150684931506849,0.4035087719298245,,,,137,23,18,50,"[[137, 18], [50, 23]]",,
CM154,modernbert,modernbert_cls,LogisticRegression,0.5,0.7324561403508771,0.6428571428571429,0.3698630136986301,0.4695652173913043,,0.5601659751037344,,140,27,15,46,"[[140, 15], [46, 27]]",,
CM155,modernbert,modernbert_cls,RidgeClassifier,0.5,0.7149122807017544,0.58,0.3972602739726027,0.4715447154471545,,0.5311355311355311,,134,29,21,44,"[[134, 21], [44, 29]]",,
CM156,modernbert,modernbert_cls,LDA,0.5,0.6052631578947368,0.4065934065934066,0.5068493150684932,0.4512195121951219,,0.4233409610983982,,101,37,54,36,"[[101, 54], [36, 37]]",,
CM157,modernbert,modernbert_cls,SVM,0.5,0.7105263157894737,0.5853658536585366,0.3287671232876712,0.4210526315789473,,0.5063291139240507,,138,24,17,49,"[[138, 17], [49, 24]]",,
CM158,modernbert,modernbert_cls,KNN,0.5,0.6754385964912281,0.4782608695652174,0.1506849315068493,0.2291666666666666,,0.3333333333333333,,143,11,12,62,"[[143, 12], [62, 11]]",,
CM159,modernbert,modernbert_cls,MLPClassifier,0.5,0.7105263157894737,0.5573770491803278,0.4657534246575342,0.5074626865671642,,0.5362776025236593,,128,34,27,39,"[[128, 27], [39, 34]]",,
CM160,modernbert,modernbert_cls,DecisionTree,0.5,0.631578947368421,0.417910447761194,0.3835616438356164,0.4,,0.4105571847507331,,116,28,39,45,"[[116, 39], [45, 28]]",,
CM161,modernbert,modernbert_cls,RandomForest,0.5,0.7017543859649122,0.6086956521739131,0.1917808219178082,0.2916666666666667,,0.4242424242424242,,146,14,9,59,"[[146, 9], [59, 14]]",,
CM162,modernbert,modernbert_cls,XGBoost,0.5,0.6842105263157895,0.5135135135135135,0.2602739726027397,0.3454545454545454,,0.4298642533936652,,137,19,18,54,"[[137, 18], [54, 19]]",,
CM163,modernbert,modernbert_cls_pca,LogisticRegression,1.0,0.6754385964912281,0.4945054945054945,0.6164383561643836,0.5487804878048781,,,,109,45,46,28,"[[109, 46], [28, 45]]",,
CM164,modernbert,modernbert_cls_pca,RidgeClassifier,1.0,0.7105263157894737,0.5466666666666666,0.5616438356164384,0.5540540540540541,,,,121,41,34,32,"[[121, 34], [32, 41]]",,
CM165,modernbert,modernbert_cls_pca,LDA,1.0,0.7236842105263158,0.5961538461538461,0.4246575342465753,0.496,,,,134,31,21,42,"[[134, 21], [42, 31]]",,
CM166,modernbert,modernbert_cls_pca,SVM,1.0,0.5833333333333334,0.4256756756756756,0.863013698630137,0.5701357466063348,,,,70,63,85,10,"[[70, 85], [10, 63]]",,
CM167,modernbert,modernbert_cls_pca,KNN,1.0,0.6140350877192983,0.3943661971830985,0.3835616438356164,0.3888888888888889,,,,112,28,43,45,"[[112, 43], [45, 28]]",,
CM168,modernbert,modernbert_cls_pca,MLPClassifier,1.0,0.7236842105263158,0.5892857142857143,0.4520547945205479,0.5116279069767442,,,,132,33,23,40,"[[132, 23], [40, 33]]",,
CM169,modernbert,modernbert_cls_pca,DecisionTree,1.0,0.5526315789473685,0.3164556962025316,0.3424657534246575,0.3289473684210526,,,,101,25,54,48,"[[101, 54], [48, 25]]",,
CM170,modernbert,modernbert_cls_pca,RandomForest,1.0,0.6754385964912281,0.4878048780487805,0.273972602739726,0.3508771929824561,,,,134,20,21,53,"[[134, 21], [53, 20]]",,
CM171,modernbert,modernbert_cls_pca,XGBoost,1.0,0.6798245614035088,0.0,0.0,0.0,,,,155,0,0,73,"[[155, 0], [73, 0]]",,
CM172,modernbert,modernbert_cls_pca,LogisticRegression,0.5,0.706140350877193,0.65,0.1780821917808219,0.2795698924731182,,0.4248366013071895,,148,13,7,60,"[[148, 7], [60, 13]]",,
CM173,modernbert,modernbert_cls_pca,RidgeClassifier,0.5,0.7149122807017544,0.5833333333333334,0.3835616438356164,0.4628099173553719,,0.5283018867924528,,135,28,20,45,"[[135, 20], [45, 28]]",,
CM174,modernbert,modernbert_cls_pca,LDA,0.5,0.7236842105263158,0.5961538461538461,0.4246575342465753,0.496,,0.5516014234875445,,134,31,21,42,"[[134, 21], [42, 31]]",,
CM175,modernbert,modernbert_cls_pca,SVM,0.5,0.6798245614035088,0.5,0.1643835616438356,0.2474226804123711,,0.3550295857988165,,143,12,12,61,"[[143, 12], [61, 12]]",,
CM176,modernbert,modernbert_cls_pca,KNN,0.5,0.6403508771929824,0.3902439024390244,0.2191780821917808,0.2807017543859649,,0.3375527426160337,,130,16,25,57,"[[130, 25], [57, 16]]",,
CM177,modernbert,modernbert_cls_pca,MLPClassifier,0.5,0.6929824561403509,0.5230769230769231,0.4657534246575342,0.4927536231884058,,0.5105105105105106,,124,34,31,39,"[[124, 31], [39, 34]]",,
CM178,modernbert,modernbert_cls_pca,DecisionTree,0.5,0.6447368421052632,0.4130434782608695,0.2602739726027397,0.3193277310924369,,0.3696498054474708,,128,19,27,54,"[[128, 27], [54, 19]]",,
CM179,modernbert,modernbert_cls_pca,RandomForest,0.5,0.7017543859649122,0.7272727272727273,0.1095890410958904,0.1904761904761904,,0.3418803418803419,,152,8,3,65,"[[152, 3], [65, 8]]",,
CM180,modernbert,modernbert_cls_pca,XGBoost,0.5,0.6973684210526315,0.625,0.136986301369863,0.2247191011235955,,0.364963503649635,,149,10,6,63,"[[149, 6], [63, 10]]",,
CM181,modernbert,modernbert_mean,LogisticRegression,1.0,0.7105263157894737,0.547945205479452,0.547945205479452,0.547945205479452,,,,122,40,33,33,"[[122, 33], [33, 40]]",,
CM182,modernbert,modernbert_mean,RidgeClassifier,1.0,0.706140350877193,0.5384615384615384,0.5753424657534246,0.5562913907284768,,,,119,42,36,31,"[[119, 36], [31, 42]]",,
CM183,modernbert,modernbert_mean,LDA,1.0,0.6008771929824561,0.41,0.5616438356164384,0.4739884393063583,,,,96,41,59,32,"[[96, 59], [32, 41]]",,
CM184,modernbert,modernbert_mean,SVM,1.0,0.7763157894736842,0.6571428571428571,0.6301369863013698,0.6433566433566433,,,,131,46,24,27,"[[131, 24], [27, 46]]",,
CM185,modernbert,modernbert_mean,KNN,1.0,0.7149122807017544,0.5476190476190477,0.6301369863013698,0.5859872611464968,,,,117,46,38,27,"[[117, 38], [27, 46]]",,
CM186,modernbert,modernbert_mean,MLPClassifier,1.0,0.7105263157894737,0.5421686746987951,0.6164383561643836,0.5769230769230769,,,,117,45,38,28,"[[117, 38], [28, 45]]",,
CM187,modernbert,modernbert_mean,DecisionTree,1.0,0.6447368421052632,0.4333333333333333,0.3561643835616438,0.3909774436090225,,,,121,26,34,47,"[[121, 34], [47, 26]]",,
CM188,modernbert,modernbert_mean,RandomForest,1.0,0.6973684210526315,0.532258064516129,0.4520547945205479,0.4888888888888889,,,,126,33,29,40,"[[126, 29], [40, 33]]",,
CM189,modernbert,modernbert_mean,XGBoost,1.0,0.7149122807017544,0.5909090909090909,0.3561643835616438,0.4444444444444444,,,,137,26,18,47,"[[137, 18], [47, 26]]",,
CM190,modernbert,modernbert_mean,LogisticRegression,0.5,0.7192982456140351,0.5737704918032787,0.4794520547945205,0.5223880597014925,,0.5520504731861199,,129,35,26,38,"[[129, 26], [38, 35]]",,
CM191,modernbert,modernbert_mean,RidgeClassifier,0.5,0.7324561403508771,0.5882352941176471,0.547945205479452,0.5673758865248227,,0.5797101449275363,,127,40,28,33,"[[127, 28], [33, 40]]",,
CM192,modernbert,modernbert_mean,LDA,0.5,0.6008771929824561,0.41,0.5616438356164384,0.4739884393063583,,0.4334038054968288,,96,41,59,32,"[[96, 59], [32, 41]]",,
CM193,modernbert,modernbert_mean,SVM,0.5,0.7368421052631579,0.6274509803921569,0.4383561643835616,0.5161290322580645,,0.5776173285198556,,136,32,19,41,"[[136, 19], [41, 32]]",,
CM194,modernbert,modernbert_mean,KNN,0.5,0.7017543859649122,0.5409836065573771,0.4520547945205479,0.4925373134328358,,0.5205047318611987,,127,33,28,40,"[[127, 28], [40, 33]]",,
CM195,modernbert,modernbert_mean,MLPClassifier,0.5,0.706140350877193,0.5357142857142857,0.6164383561643836,0.5732484076433121,,0.5501222493887531,,116,45,39,28,"[[116, 39], [28, 45]]",,
CM196,modernbert,modernbert_mean,DecisionTree,0.5,0.6447368421052632,0.4333333333333333,0.3561643835616438,0.3909774436090225,,0.4153354632587859,,121,26,34,47,"[[121, 34], [47, 26]]",,
CM197,modernbert,modernbert_mean,RandomForest,0.5,0.706140350877193,0.5833333333333334,0.2876712328767123,0.3853211009174312,,0.4838709677419355,,140,21,15,52,"[[140, 15], [52, 21]]",,
CM198,modernbert,modernbert_mean,XGBoost,0.5,0.706140350877193,0.5681818181818182,0.3424657534246575,0.4273504273504273,,0.5020080321285141,,136,25,19,48,"[[136, 19], [48, 25]]",,
CM199,modernbert,modernbert_mean_pca,LogisticRegression,1.0,0.6929824561403509,0.5142857142857142,0.7397260273972602,0.6067415730337079,,,,104,54,51,19,"[[104, 51], [19, 54]]",,
CM200,modernbert,modernbert_mean_pca,RidgeClassifier,1.0,0.7149122807017544,0.55,0.6027397260273972,0.5751633986928104,,,,119,44,36,29,"[[119, 36], [29, 44]]",,
CM201,modernbert,modernbert_mean_pca,LDA,1.0,0.7149122807017544,0.5606060606060606,0.5068493150684932,0.5323741007194245,,,,126,37,29,36,"[[126, 29], [36, 37]]",,
CM202,modernbert,modernbert_mean_pca,SVM,1.0,0.75,0.6379310344827587,0.5068493150684932,0.5648854961832062,,,,134,37,21,36,"[[134, 21], [36, 37]]",,
CM203,modernbert,modernbert_mean_pca,KNN,1.0,0.631578947368421,0.4455445544554455,0.6164383561643836,0.5172413793103449,,,,99,45,56,28,"[[99, 56], [28, 45]]",,
CM204,modernbert,modernbert_mean_pca,MLPClassifier,1.0,0.7149122807017544,0.5588235294117647,0.5205479452054794,0.5390070921985816,,,,125,38,30,35,"[[125, 30], [35, 38]]",,
CM205,modernbert,modernbert_mean_pca,DecisionTree,1.0,0.6140350877192983,0.4336283185840708,0.6712328767123288,0.5268817204301075,,,,91,49,64,24,"[[91, 64], [24, 49]]",,
CM206,modernbert,modernbert_mean_pca,RandomForest,1.0,0.6973684210526315,0.532258064516129,0.4520547945205479,0.4888888888888889,,,,126,33,29,40,"[[126, 29], [40, 33]]",,
CM207,modernbert,modernbert_mean_pca,XGBoost,1.0,0.7149122807017544,0.6111111111111112,0.3013698630136986,0.4036697247706422,,,,141,22,14,51,"[[141, 14], [51, 22]]",,
CM208,modernbert,modernbert_mean_pca,LogisticRegression,0.5,0.7017543859649122,0.5510204081632653,0.3698630136986301,0.4426229508196721,,0.5018587360594795,,133,27,22,46,"[[133, 22], [46, 27]]",,
CM209,modernbert,modernbert_mean_pca,RidgeClassifier,0.5,0.7236842105263158,0.578125,0.5068493150684932,0.5401459854014599,,0.5623100303951368,,128,37,27,36,"[[128, 27], [36, 37]]",,
CM210,modernbert,modernbert_mean_pca,LDA,0.5,0.7149122807017544,0.5606060606060606,0.5068493150684932,0.5323741007194245,,0.5489614243323442,,126,37,29,36,"[[126, 29], [36, 37]]",,
CM211,modernbert,modernbert_mean_pca,SVM,0.5,0.7236842105263158,0.6388888888888888,0.3150684931506849,0.4220183486238532,,0.5299539170506913,,142,23,13,50,"[[142, 13], [50, 23]]",,
CM212,modernbert,modernbert_mean_pca,KNN,0.5,0.6359649122807017,0.4375,0.4794520547945205,0.457516339869281,,0.4452926208651399,,110,35,45,38,"[[110, 45], [38, 35]]",,
CM213,modernbert,modernbert_mean_pca,MLPClassifier,0.5,0.7017543859649122,0.5373134328358209,0.4931506849315068,0.5142857142857142,,0.5278592375366569,,124,36,31,37,"[[124, 31], [37, 36]]",,
CM214,modernbert,modernbert_mean_pca,DecisionTree,0.5,0.6008771929824561,0.4150943396226415,0.6027397260273972,0.4916201117318435,,0.4426559356136821,,93,44,62,29,"[[93, 62], [29, 44]]",,
CM215,modernbert,modernbert_mean_pca,RandomForest,0.5,0.7149122807017544,0.6666666666666666,0.2191780821917808,0.3298969072164948,,0.4733727810650887,,147,16,8,57,"[[147, 8], [57, 16]]",,
CM216,modernbert,modernbert_mean_pca,XGBoost,0.5,0.706140350877193,0.5714285714285714,0.3287671232876712,0.417391304347826,,0.4979253112033195,,137,24,18,49,"[[137, 18], [49, 24]]",,
AG001,modernbert,modernbert,AttentionPoolingAggregator,1.0,0.7236842105263158,0.5806451612903226,0.4931506849315068,0.5333333333333333,,,,129,36,26,37,"[[129, 26], [37, 36]]",,
AG002,modernbert,modernbert,AttentionAggregator,1.0,0.7192982456140351,0.6,0.3698630136986301,0.4576271186440678,,,,137,27,18,46,"[[137, 18], [46, 27]]",,
AG003,modernbert,modernbert,ResidualAttentionAggregator,1.0,0.7631578947368421,0.6666666666666666,0.5205479452054794,0.5846153846153846,,,,136,38,19,35,"[[136, 19], [35, 38]]",,
AG004,modernbert,modernbert,TransformerAggregator_CLS,1.0,0.7543859649122807,0.6075949367088608,0.6575342465753424,0.631578947368421,,,,124,48,31,25,"[[124, 31], [25, 48]]",,
AG005,modernbert,modernbert,TransformerAggregator_Mean,1.0,0.7412280701754386,0.7333333333333333,0.3013698630136986,0.4271844660194174,,,,147,22,8,51,"[[147, 8], [51, 22]]",,
AG006,modernbert,modernbert,AttentionPoolingAggregator,0.5,0.7149122807017544,0.625,0.273972602739726,0.3809523809523809,,0.4975124378109453,,143,20,12,53,"[[143, 12], [53, 20]]",,
AG007,modernbert,modernbert,AttentionAggregator,0.5,0.7324561403508771,0.6428571428571429,0.3698630136986301,0.4695652173913043,,0.5601659751037344,,140,27,15,46,"[[140, 15], [46, 27]]",,
AG008,modernbert,modernbert,ResidualAttentionAggregator,0.5,0.7368421052631579,0.6031746031746031,0.5205479452054794,0.5588235294117647,,0.5846153846153846,,130,38,25,35,"[[130, 25], [35, 38]]",,
AG009,modernbert,modernbert,TransformerAggregator_CLS,0.5,0.7324561403508771,0.7307692307692307,0.2602739726027397,0.3838383838383838,,0.536723163841808,,148,19,7,54,"[[148, 7], [54, 19]]",,
AG010,modernbert,modernbert,TransformerAggregator_Mean,0.5,0.7763157894736842,0.6666666666666666,0.6027397260273972,0.6330935251798561,,0.6528189910979229,,133,44,22,29,"[[133, 22], [29, 44]]",,
AG011,clinical-modernbert,clinical-modernbert,AttentionPoolingAggregator,1.0,0.7280701754385965,0.6774193548387096,0.2876712328767123,0.4038461538461538,,,,145,21,10,52,"[[145, 10], [52, 21]]",,
AG012,clinical-modernbert,clinical-modernbert,AttentionAggregator,1.0,0.7324561403508771,0.6764705882352942,0.3150684931506849,0.4299065420560747,,,,144,23,11,50,"[[144, 11], [50, 23]]",,
AG013,clinical-modernbert,clinical-modernbert,ResidualAttentionAggregator,1.0,0.7763157894736842,0.6571428571428571,0.6301369863013698,0.6433566433566433,,,,131,46,24,27,"[[131, 24], [27, 46]]",,
AG014,clinical-modernbert,clinical-modernbert,TransformerAggregator_CLS,1.0,0.7192982456140351,0.5849056603773585,0.4246575342465753,0.492063492063492,,,,133,31,22,42,"[[133, 22], [42, 31]]",,
AG015,clinical-modernbert,clinical-modernbert,TransformerAggregator_Mean,1.0,0.7456140350877193,0.6595744680851063,0.4246575342465753,0.5166666666666667,,,,139,31,16,42,"[[139, 16], [42, 31]]",,
AG016,clinical-modernbert,clinical-modernbert,AttentionPoolingAggregator,0.5,0.7587719298245614,0.75,0.3698630136986301,0.4954128440366973,,0.6221198156682027,,146,27,9,46,"[[146, 9], [46, 27]]",,
AG017,clinical-modernbert,clinical-modernbert,AttentionAggregator,0.5,0.7236842105263158,0.6388888888888888,0.3150684931506849,0.4220183486238532,,0.5299539170506913,,142,23,13,50,"[[142, 13], [50, 23]]",,
AG018,clinical-modernbert,clinical-modernbert,ResidualAttentionAggregator,0.5,0.7280701754385965,0.6341463414634146,0.3561643835616438,0.4561403508771929,,0.5485232067510548,,140,26,15,47,"[[140, 15], [47, 26]]",,
AG019,clinical-modernbert,clinical-modernbert,TransformerAggregator_CLS,0.5,0.7412280701754386,0.7058823529411765,0.3287671232876712,0.4485981308411215,,0.5741626794258373,,145,24,10,49,"[[145, 10], [49, 24]]",,
AG020,clinical-modernbert,clinical-modernbert,TransformerAggregator_Mean,0.5,0.7368421052631579,0.5844155844155844,0.6164383561643836,0.6,,0.5905511811023622,,123,45,32,28,"[[123, 32], [28, 45]]",,
AG021,longformer,longformer,AttentionPoolingAggregator,1.0,0.75,0.6333333333333333,0.5205479452054794,0.5714285714285714,,,,133,38,22,35,"[[133, 22], [35, 38]]",,
AG022,longformer,longformer,AttentionAggregator,1.0,0.7412280701754386,0.64,0.4383561643835616,0.5203252032520326,,,,137,32,18,41,"[[137, 18], [41, 32]]",,
AG023,longformer,longformer,ResidualAttentionAggregator,1.0,0.7631578947368421,0.6338028169014085,0.6164383561643836,0.625,,,,129,45,26,28,"[[129, 26], [28, 45]]",,
AG024,longformer,longformer,TransformerAggregator_CLS,1.0,0.7587719298245614,0.6607142857142857,0.5068493150684932,0.5736434108527132,,,,136,37,19,36,"[[136, 19], [36, 37]]",,
AG025,longformer,longformer,TransformerAggregator_Mean,1.0,0.7763157894736842,0.6774193548387096,0.5753424657534246,0.6222222222222222,,,,135,42,20,31,"[[135, 20], [31, 42]]",,
AG026,longformer,longformer,AttentionPoolingAggregator,0.5,0.7675438596491229,0.6612903225806451,0.5616438356164384,0.6074074074074074,,0.6386292834890965,,134,41,21,32,"[[134, 21], [32, 41]]",,
AG027,longformer,longformer,AttentionAggregator,0.5,0.7719298245614035,0.6666666666666666,0.5753424657534246,0.6176470588235294,,0.6461538461538462,,134,42,21,31,"[[134, 21], [31, 42]]",,
AG028,longformer,longformer,ResidualAttentionAggregator,0.5,0.75,0.5851063829787234,0.7534246575342466,0.6586826347305389,,0.6124721603563474,,116,55,39,18,"[[116, 39], [18, 55]]",,
AG029,longformer,longformer,TransformerAggregator_CLS,0.5,0.7675438596491229,0.6190476190476191,0.7123287671232876,0.6624203821656051,,0.6356968215158925,,123,52,32,21,"[[123, 32], [21, 52]]",,
AG030,longformer,longformer,TransformerAggregator_Mean,0.5,0.7412280701754386,0.5833333333333334,0.6712328767123288,0.6242038216560509,,0.5990220048899756,,120,49,35,24,"[[120, 35], [24, 49]]",,
FT001,clinical-modernbert,clinical-modernbert,Fine_Tuned_clinical-modernbert,0.3,0.8070175438596491,0.8536585365853658,0.4794520547945205,0.6140350877192983,,,0.801976035316376,149,35,6,38,"[[149, 6], [38, 35]]",,
FT002,clinical-modernbert,clinical-modernbert,Fine_Tuned_clinical-modernbert,0.5,0.8157894736842105,0.8444444444444444,0.5205479452054794,0.6440677966101694,,0.7509881422924901,,148,38,7,35,"[[148, 7], [35, 38]]",,
FT003,clinical-modernbert,clinical-modernbert,Fine_Tuned_clinical-modernbert,0.7,0.8070175438596491,0.7636363636363637,0.5753424657534246,0.65625,0.689434835298006,,,142,42,13,31,"[[142, 13], [31, 42]]",,
FT004,clinical-modernbert,clinical-modernbert,Fine_Tuned_clinical-modernbert,1.0,0.7368421052631579,0.5565217391304348,0.8767123287671232,0.6808510638297872,,,,104,64,51,9,"[[104, 51], [9, 64]]",,
FT005,longformer,longformer,Fine_Tuned_longformer,0.3,0.7982456140350878,0.7454545454545455,0.5616438356164384,0.640625,,,0.7258405067402957,141,41,14,32,"[[141, 14], [32, 41]]",,
FT006,longformer,longformer,Fine_Tuned_longformer,0.5,0.8201754385964912,0.7222222222222222,0.7123287671232876,0.7172413793103448,,0.7202216066481995,,135,52,20,21,"[[135, 20], [21, 52]]",,
FT007,longformer,longformer,Fine_Tuned_longformer,0.7,0.8026315789473685,0.6707317073170732,0.7534246575342466,0.7096774193548387,0.6958478390082364,,,128,55,27,18,"[[128, 27], [18, 55]]",,
FT008,longformer,longformer,Fine_Tuned_longformer,1.0,0.8421052631578947,0.7466666666666667,0.7671232876712328,0.7567567567567568,,,,136,56,19,17,"[[136, 19], [17, 56]]",,
FT009,modernbert,modernbert,Fine_Tuned_modernbert,0.3,0.7719298245614035,0.8181818181818182,0.3698630136986301,0.5094339622641509,,,0.7437452615617893,149,27,6,46,"[[149, 6], [46, 27]]",,
FT010,modernbert,modernbert,Fine_Tuned_modernbert,0.5,0.8289473684210527,0.8541666666666666,0.5616438356164384,0.6776859504132231,,0.7735849056603774,,148,41,7,32,"[[148, 7], [32, 41]]",,
FT011,modernbert,modernbert,Fine_Tuned_modernbert,0.7,0.8245614035087719,0.7796610169491526,0.6301369863013698,0.696969696969697,0.7232246491505752,,,142,46,13,27,"[[142, 13], [27, 46]]",,
FT012,modernbert,modernbert,Fine_Tuned_modernbert,1.0,0.7719298245614035,0.6265060240963856,0.7123287671232876,0.6666666666666666,,,,124,52,31,21,"[[124, 31], [21, 52]]",,
TF001,TF-IDF,TF-IDF,LogisticRegression,1.0,0.793859649122807,0.696969696969697,0.6301369863013698,0.6618705035971223,,,,135,46,20,27,"[[135, 20], [27, 46]]",f1,./data/final_model_logreg_f1.pkl
TF002,TF-IDF,TF-IDF,SVC,1.0,0.8070175438596491,0.7457627118644068,0.6027397260273972,0.6666666666666666,,,,140,44,15,29,"[[140, 15], [29, 44]]",f1,./data/final_model_svc_f1.pkl
TF003,TF-IDF,TF-IDF,NaiveBayes,1.0,0.7719298245614035,0.6615384615384615,0.589041095890411,0.6231884057971014,,,,133,43,22,30,"[[133, 22], [30, 43]]",f1,./data/final_model_nb_f1.pkl
TF004,TF-IDF,TF-IDF,LogisticRegression,0.5,0.7894736842105263,0.6811594202898551,0.6438356164383562,0.6619718309859155,,,,133,47,22,26,"[[133, 22], [26, 47]]",fbeta,./data/final_model_logreg_fbeta.pkl
TF005,TF-IDF,TF-IDF,SVC,0.5,0.8070175438596491,0.7457627118644068,0.6027397260273972,0.6666666666666666,,,,140,44,15,29,"[[140, 15], [29, 44]]",fbeta,./data/final_model_svc_fbeta.pkl
TF006,TF-IDF,TF-IDF,NaiveBayes,0.5,0.7807017543859649,0.7948717948717948,0.4246575342465753,0.5535714285714286,,,,147,31,8,42,"[[147, 8], [42, 31]]",fbeta,./data/final_model_nb_fbeta.pkl
